Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FAQ Management,Chrome 83.0.4103.61,,,2020-05-29 15:28:59,2020-05-29 15:31:22,"2m - 23,006s",FAILED
,,,,,,,
Test Cases/Rizka/FAQ Management/FAQ Management - Edit FAQ,Chrome 83.0.4103.61,,,2020-05-29 15:29:01,2020-05-29 15:31:22,"2m - 21,935s",FAILED
"callTestCase(findTestCase(""Rizka/MainLogin""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.61,,,2020-05-29 15:29:02,2020-05-29 15:30:02,"59,207s",PASSED
"click(findTestObject(""Rizka/FAQ Management/btnFAQManagement""))",Chrome 83.0.4103.61,,,2020-05-29 15:30:02,2020-05-29 15:30:07,"5,248s",PASSED
delay(7),Chrome 83.0.4103.61,,,2020-05-29 15:30:07,2020-05-29 15:30:14,"7,006s",PASSED
"setText(findTestObject(""Rizka/FAQ Management/inputSearchFAQ""), questionBefore)",Chrome 83.0.4103.61,,,2020-05-29 15:30:14,2020-05-29 15:30:15,"1,297s",PASSED
"sendKeys(findTestObject(""Rizka/FAQ Management/inputSearchFAQ""), Keys.chord(ENTER))",Chrome 83.0.4103.61,,,2020-05-29 15:30:15,2020-05-29 15:30:16,"0,641s",PASSED
delay(7),Chrome 83.0.4103.61,,,2020-05-29 15:30:16,2020-05-29 15:30:23,"7,008s",PASSED
"click(findTestObject(""Rizka/FAQ Management/btnSettings""))",Chrome 83.0.4103.61,,,2020-05-29 15:30:23,2020-05-29 15:30:24,"0,626s",PASSED
"click(findTestObject(""Rizka/FAQ Management/btnEdit""))",Chrome 83.0.4103.61,,,2020-05-29 15:30:24,2020-05-29 15:30:24,"0,604s",PASSED
delay(3),Chrome 83.0.4103.61,,,2020-05-29 15:30:24,2020-05-29 15:30:27,"3,006s",PASSED
"setText(findTestObject(""Rizka/FAQ Management/inputEditQuestion""), questionAfter)",Chrome 83.0.4103.61,,,2020-05-29 15:30:27,2020-05-29 15:30:28,"0,910s",PASSED
"setText(findTestObject(""Rizka/FAQ Management/inputEditAns""), answer)",Chrome 83.0.4103.61,,,2020-05-29 15:30:28,2020-05-29 15:30:29,"0,566s",PASSED
"if (condition == ""passed"")",Chrome 83.0.4103.61,,,2020-05-29 15:30:29,2020-05-29 15:31:22,"53,851s",FAILED
